movie_id,genre
5,Crime
5,Comedy
11,Science Fiction
11,Action
11,Adventure
12,Family
12,Animation
13,Comedy
13,Romance
13,Drama
14,Drama
16,Drama
16,Music
16,Crime
18,Action
18,Adventure
18,Thriller
18,Science Fiction
18,Fantasy
19,Drama
19,Science Fiction
20,Romance
20,Drama
22,Fantasy
22,Adventure
22,Action
24,Action
24,Crime
25,Drama
25,War
28,War
28,Drama
33,Western
35,Family
35,Animation
35,Comedy
38,Romance
38,Drama
38,Science Fiction
55,Drama
55,Thriller
58,Fantasy
58,Action
58,Adventure
59,Thriller
59,Drama
59,Crime
62,Mystery
62,Adventure
62,Science Fiction
65,Drama
66,Thriller
66,Drama
66,Crime
68,Comedy
68,Science Fiction
69,Romance
69,Music
69,Drama
70,Drama
71,Music
71,Comedy
71,Drama
73,Drama
74,Adventure
74,Thriller
74,Science Fiction
75,Comedy
75,Science Fiction
75,Fantasy
76,Romance
76,Drama
77,Thriller
77,Mystery
78,Science Fiction
78,Drama
78,Thriller
79,History
79,Action
79,Drama
79,Adventure
80,Romance
80,Drama
83,Thriller
83,Drama
85,Action
85,Adventure
87,Adventure
87,Action
89,Adventure
89,Action
90,Action
90,Comedy
90,Crime
95,Adventure
95,Action
95,Thriller
95,Science Fiction
96,Comedy
96,Crime
96,Action
98,Drama
98,Adventure
98,Action
100,Comedy
100,Crime
103,Drama
103,Crime
104,Drama
104,Thriller
104,Action
105,Family
105,Science Fiction
105,Comedy
105,Adventure
106,Science Fiction
106,Thriller
106,Action
106,Adventure
107,Crime
107,Thriller
111,Thriller
111,Crime
111,Action
111,Drama
114,Comedy
114,Romance
115,Comedy
115,Crime
116,Drama
116,Thriller
116,Crime
116,Romance
117,Thriller
117,History
117,Crime
117,Drama
118,Adventure
118,Fantasy
118,Family
118,Comedy
120,Fantasy
120,Adventure
120,Action
121,Adventure
121,Action
121,Fantasy
122,Adventure
122,Action
122,Fantasy
128,Animation
128,Fantasy
128,Adventure
129,Adventure
129,Fantasy
129,Animation
129,Family
134,Comedy
134,Adventure
134,Action
137,Romance
137,Comedy
137,Drama
137,Fantasy
141,Fantasy
141,Drama
141,Mystery
142,Romance
142,Drama
146,Romance
146,Action
146,Drama
146,Adventure
149,Animation
149,Science Fiction
152,Mystery
152,Adventure
152,Science Fiction
153,Drama
154,Action
154,Thriller
154,Science Fiction
154,Adventure
155,Action
155,Drama
155,Crime
155,Thriller
157,Action
157,Science Fiction
157,Adventure
157,Thriller
161,Thriller
161,Crime
162,Romance
162,Drama
162,Fantasy
163,Crime
163,Thriller
165,Family
165,Science Fiction
165,Comedy
165,Adventure
167,Drama
167,Science Fiction
168,Science Fiction
168,Adventure
169,Action
169,Thriller
169,Science Fiction
170,Horror
170,Thriller
170,Science Fiction
172,Thriller
172,Adventure
172,Action
172,Science Fiction
173,Adventure
173,Drama
173,Science Fiction
174,Adventure
174,Action
174,Thriller
174,Science Fiction
176,Crime
176,Mystery
176,Horror
177,Drama
177,Comedy
179,Crime
179,Thriller
180,Action
180,Thriller
180,Science Fiction
180,Mystery
182,War
182,Mystery
182,Crime
182,Thriller
182,Drama
182,Romance
184,Romance
184,Crime
184,Comedy
186,Mystery
186,Crime
186,Thriller
186,Drama
187,Crime
187,Thriller
187,Action
189,Crime
189,Thriller
193,Science Fiction
193,Action
193,Adventure
193,Thriller
194,Romance
194,Comedy
196,Comedy
196,Family
196,Adventure
196,Science Fiction
197,Drama
197,Action
197,History
197,War
199,Science Fiction
199,Thriller
199,Adventure
199,Action
200,Action
200,Thriller
200,Adventure
200,Science Fiction
201,Adventure
201,Science Fiction
201,Action
201,Thriller
203,Drama
203,Crime
205,Drama
205,History
205,War
207,Drama
214,Crime
214,Horror
214,Thriller
215,Horror
217,Adventure
217,Action
218,Thriller
218,Science Fiction
218,Action
219,Comedy
219,Drama
219,Romance
223,Drama
223,Mystery
226,Crime
226,Drama
227,Drama
227,Crime
231,Drama
231,Thriller
235,Drama
235,Crime
238,Drama
238,Crime
239,Comedy
239,Romance
240,Drama
240,Crime
242,Drama
242,Crime
242,Thriller
243,Romance
243,Music
243,Comedy
243,Drama
245,Romance
245,Comedy
245,Drama
248,Comedy
248,Drama
251,Drama
251,Romance
251,Mystery
251,Thriller
251,Fantasy
252,Fantasy
252,Family
253,Thriller
253,Adventure
253,Action
254,Action
254,Drama
254,Adventure
257,Crime
257,Drama
257,Family
261,Romance
261,Drama
268,Fantasy
268,Action
272,Drama
272,Crime
272,Action
274,Thriller
274,Drama
274,Crime
277,Action
277,Thriller
277,Fantasy
278,Crime
278,Drama
279,Drama
279,History
279,Music
280,Science Fiction
280,Action
280,Thriller
284,Romance
284,Comedy
284,Drama
285,Adventure
285,Fantasy
285,Action
288,Western
289,Drama
289,Romance
291,Documentary
292,Comedy
292,Music
292,Documentary
296,Thriller
296,Science Fiction
296,Action
297,Fantasy
297,Mystery
297,Drama
298,Thriller
298,Crime
302,Thriller
302,Crime
306,Crime
306,Comedy
306,Action
309,Drama
310,Fantasy
310,Comedy
311,Drama
311,Crime
314,Crime
314,Action
319,Action
319,Thriller
319,Crime
319,Romance
320,Crime
320,Mystery
320,Thriller
321,Romance
321,Comedy
322,Thriller
322,Mystery
322,Crime
322,Drama
326,Horror
326,Thriller
326,Action
326,Crime
327,Crime
327,Drama
327,Thriller
329,Science Fiction
329,Adventure
330,Science Fiction
330,Action
330,Adventure
331,Adventure
331,Thriller
331,Action
331,Science Fiction
332,Comedy
332,Adventure
332,Action
332,Family
334,Drama
335,Western
338,Comedy
338,Drama
338,Romance
342,Comedy
342,Drama
345,Drama
345,Mystery
346,Drama
346,Action
348,Science Fiction
348,Thriller
348,Action
348,Horror
350,Drama
350,Romance
350,Comedy
364,Action
364,Fantasy
377,Horror
380,Drama
387,War
387,History
387,Adventure
387,Action
387,Drama
388,Crime
388,Drama
388,Thriller
389,Drama
391,Western
392,Comedy
392,Drama
392,Romance
393,Action
393,Thriller
393,Crime
395,Adventure
395,Action
395,Science Fiction
398,Drama
398,Crime
400,Crime
400,Drama
401,Comedy
401,Romance
401,Drama
403,Comedy
403,Drama
404,Drama
408,Family
408,Fantasy
408,Animation
409,War
409,Romance
409,Drama
411,Family
411,Fantasy
411,Adventure
414,Action
414,Crime
414,Fantasy
415,Crime
415,Action
415,Fantasy
421,Adventure
421,Drama
421,Comedy
423,War
423,Drama
424,War
424,History
424,Drama
425,Family
425,Animation
425,Comedy
425,Adventure
429,Western
431,Mystery
431,Thriller
431,Science Fiction
433,Family
433,Fantasy
433,Comedy
435,Thriller
435,Adventure
435,Action
435,Science Fiction
436,Drama
436,Thriller
436,Crime
440,Science Fiction
440,Thriller
440,Fantasy
440,Action
440,Horror
451,Romance
451,Drama
453,Drama
453,Romance
454,Romance
454,Drama
455,Comedy
455,Drama
455,Romance
462,Drama
464,Romance
464,Comedy
464,Music
464,Drama
468,Romance
468,Drama
470,Thriller
470,Crime
470,Drama
473,Drama
473,Mystery
473,Thriller
479,Thriller
479,Crime
479,Adventure
479,Action
480,Romance
480,Comedy
480,Drama
489,Drama
492,Drama
492,Comedy
492,Fantasy
496,Comedy
497,Fantasy
497,Drama
497,Crime
500,Thriller
500,Crime
503,Thriller
503,Drama
503,Adventure
503,Action
504,Crime
504,Drama
507,Thriller
507,Crime
507,Drama
507,Action
508,Comedy
508,Romance
508,Drama
509,Drama
509,Romance
509,Comedy
510,Drama
512,Mystery
512,Comedy
522,Drama
522,History
522,Comedy
524,Drama
524,Crime
525,Action
525,Crime
525,Comedy
525,Music
526,Romance
526,Fantasy
526,Adventure
526,Drama
533,Animation
533,Adventure
533,Family
533,Comedy
534,Science Fiction
534,Thriller
534,Action
535,Romance
535,Music
535,Drama
539,Thriller
539,Drama
539,Horror
540,Action
542,Drama
542,Romance
544,Comedy
544,Romance
546,Drama
547,Drama
547,Romance
549,History
549,Drama
550,Drama
557,Action
557,Fantasy
558,Action
558,Adventure
558,Fantasy
559,Action
559,Fantasy
559,Adventure
562,Action
562,Thriller
563,Science Fiction
563,Action
563,Thriller
563,Adventure
568,Drama
573,Crime
573,Drama
573,Mystery
573,Thriller
576,Western
576,Adventure
577,Thriller
577,Comedy
577,Drama
577,Fantasy
578,Horror
578,Thriller
578,Adventure
579,Thriller
579,Horror
580,Thriller
580,Adventure
581,Adventure
581,Drama
581,Western
582,Thriller
582,Drama
584,Crime
584,Thriller
584,Action
585,Family
585,Comedy
585,Animation
586,Comedy
586,Drama
587,Drama
587,Fantasy
587,Adventure
588,Horror
588,Mystery
590,Drama
591,Mystery
591,Thriller
592,Mystery
592,Drama
592,Crime
593,Mystery
593,Drama
593,Adventure
593,Science Fiction
594,Drama
594,Comedy
595,Crime
595,Drama
597,Thriller
597,Romance
597,Drama
598,Drama
598,Crime
601,Science Fiction
601,Adventure
601,Family
601,Fantasy
602,Action
602,Science Fiction
602,Adventure
603,Action
603,Science Fiction
604,Adventure
604,Action
604,Thriller
604,Science Fiction
605,Adventure
605,Action
605,Thriller
605,Science Fiction
606,Drama
607,Science Fiction
607,Comedy
607,Adventure
607,Action
608,Adventure
608,Comedy
608,Action
608,Science Fiction
609,Horror
612,Thriller
612,Drama
612,Action
612,History
613,History
613,War
613,Drama
615,Drama
616,History
616,Action
616,Drama
616,War
617,Crime
617,Drama
617,Mystery
619,Thriller
619,Romance
619,Music
619,Drama
619,Action
621,Romance
622,Thriller
622,Horror
622,Mystery
627,Crime
627,Drama
628,Romance
628,Horror
629,Thriller
629,Crime
629,Drama
630,Fantasy
630,Family
630,Adventure
634,Comedy
634,Romance
634,Drama
639,Romance
639,Drama
639,Comedy
640,Crime
640,Drama
641,Drama
641,Crime
642,History
642,Drama
642,Crime
642,Western
644,Science Fiction
644,Drama
644,Adventure
646,Adventure
646,Action
646,Thriller
650,Crime
650,Drama
652,Adventure
652,War
652,Drama
654,Crime
654,Drama
657,Thriller
657,Adventure
657,Action
658,Action
658,Adventure
658,Thriller
660,Adventure
660,Action
660,Thriller
663,Crime
663,Thriller
663,Horror
664,Drama
664,Adventure
664,Action
666,Drama
667,Thriller
667,Adventure
667,Action
668,Thriller
668,Action
668,Adventure
670,Action
670,Mystery
670,Thriller
670,Drama
671,Fantasy
671,Adventure
671,Family
672,Adventure
672,Fantasy
672,Family
673,Adventure
673,Fantasy
673,Family
674,Adventure
674,Fantasy
674,Family
675,Mystery
675,Adventure
675,Family
675,Fantasy
676,War
676,Romance
676,History
679,Action
679,Thriller
679,Horror
679,Science Fiction
680,Crime
680,Thriller
681,Thriller
681,Action
681,Adventure
682,Thriller
682,Action
682,Adventure
686,Science Fiction
686,Mystery
686,Drama
687,Drama
688,Romance
688,Drama
691,Thriller
691,Adventure
691,Action
692,Comedy
692,Crime
692,Horror
693,Comedy
693,Romance
694,Horror
694,Thriller
698,Thriller
698,Action
698,Adventure
698,Science Fiction
699,Thriller
699,Adventure
699,Action
700,Action
700,Adventure
700,Thriller
702,Drama
703,Drama
703,Romance
703,Comedy
704,Comedy
704,Music
707,Adventure
707,Action
707,Thriller
708,Thriller
708,Adventure
708,Action
709,Action
709,Thriller
709,Adventure
710,Action
710,Adventure
710,Thriller
711,Drama
712,Romance
712,Drama
712,Comedy
713,Romance
713,Drama
714,Action
714,Thriller
714,Adventure
744,War
744,Romance
744,Action
745,Mystery
745,Drama
745,Thriller
746,History
746,Drama
747,Horror
747,Comedy
752,Fantasy
752,Thriller
752,Action
754,Action
754,Crime
754,Science Fiction
754,Thriller
755,Horror
755,Crime
755,Thriller
755,Action
756,Family
756,Music
756,Animation
762,Comedy
762,Adventure
762,Fantasy
764,Horror
765,Horror
765,Fantasy
765,Comedy
766,Comedy
766,Horror
766,Fantasy
767,Adventure
767,Fantasy
767,Family
768,Mystery
768,Horror
768,Thriller
769,Crime
769,Drama
770,Romance
770,War
770,Drama
771,Family
771,Comedy
772,Comedy
772,Family
772,Adventure
772,Crime
773,Drama
773,Comedy
782,Science Fiction
782,Romance
782,Mystery
782,Thriller
783,History
783,Drama
786,Drama
786,Music
787,Comedy
787,Drama
787,Action
787,Thriller
788,Comedy
788,Drama
788,Family
790,Horror
792,Action
792,Drama
792,War
794,Thriller
794,Horror
795,Drama
795,Fantasy
795,Romance
796,Romance
796,Thriller
796,Drama
801,Drama
801,Comedy
801,War
802,Drama
802,Romance
805,Mystery
805,Drama
805,Horror
807,Thriller
807,Mystery
807,Crime
808,Comedy
808,Family
808,Adventure
808,Animation
808,Fantasy
809,Fantasy
809,Family
809,Comedy
809,Animation
809,Adventure
810,Adventure
810,Family
810,Comedy
810,Fantasy
810,Animation
811,Science Fiction
811,Adventure
811,Drama
812,Comedy
812,Family
812,Romance
812,Animation
812,Fantasy
812,Adventure
813,Comedy
816,Crime
816,Comedy
816,Science Fiction
817,Adventure
817,Comedy
817,Crime
817,Science Fiction
818,Comedy
818,Crime
818,Science Fiction
819,Drama
819,Crime
819,Thriller
820,History
820,Thriller
820,Drama
821,Drama
821,History
824,Drama
824,Romance
824,Music
826,War
826,History
826,Drama
834,Fantasy
834,Action
834,Science Fiction
834,Thriller
837,Horror
837,Mystery
837,Science Fiction
838,Drama
838,Comedy
840,Drama
840,Science Fiction
841,Science Fiction
841,Action
841,Adventure
844,Science Fiction
844,Romance
844,Drama
844,Fantasy
846,Mystery
846,Science Fiction
846,Thriller
848,Fantasy
849,Fantasy
849,Adventure
849,Action
850,Family
850,Comedy
853,War
854,Romance
854,Crime
854,Fantasy
854,Comedy
855,War
855,History
855,Action
857,Drama
857,History
857,War
859,Drama
859,Romance
860,Science Fiction
860,Thriller
861,Adventure
861,Science Fiction
861,Action
862,Comedy
862,Animation
862,Family
863,Family
863,Comedy
863,Animation
864,Comedy
865,Science Fiction
865,Action
866,Drama
868,Crime
868,Drama
869,Thriller
869,Science Fiction
869,Adventure
869,Action
872,Comedy
872,Music
872,Romance
873,Drama
874,History
874,Drama
879,Comedy
879,Family
879,Adventure
879,Fantasy
881,Drama
887,Drama
887,History
887,Romance
888,Family
888,Fantasy
888,Comedy
889,Romance
889,Comedy
889,Family
889,Science Fiction
905,Romance
905,Thriller
905,Drama
907,Romance
907,War
907,Drama
913,Romance
913,Crime
913,Drama
920,Adventure
920,Family
920,Comedy
920,Animation
921,History
921,Drama
921,Romance
924,Horror
924,Action
924,Fantasy
925,Drama
926,Science Fiction
926,Comedy
926,Family
927,Fantasy
927,Horror
927,Comedy
928,Comedy
928,Horror
928,Fantasy
935,War
935,Comedy
935,Drama
943,Crime
943,Thriller
943,Comedy
943,Action
943,Adventure
944,Crime
944,Thriller
944,Adventure
944,Action
944,Comedy
947,Drama
947,War
947,History
947,Adventure
948,Horror
948,Thriller
950,Family
950,Adventure
950,Animation
950,Comedy
951,Comedy
953,Animation
953,Family
954,Action
954,Thriller
954,Adventure
955,Thriller
955,Adventure
955,Action
956,Action
956,Adventure
956,Thriller
957,Science Fiction
957,Comedy
978,Drama
978,Adventure
978,History
979,Thriller
979,Drama
979,Mystery
979,Crime
985,Science Fiction
985,Horror
985,Drama
985,Fantasy
987,Comedy
987,Drama
987,Romance
990,Drama
1018,Mystery
1018,Drama
1018,Thriller
1024,Drama
1024,Fantasy
1051,Thriller
1051,Crime
1051,Action
1073,Drama
1073,Thriller
1073,Mystery
1088,Drama
1088,Family
1090,Thriller
1090,Mystery
1090,Science Fiction
1091,Science Fiction
1091,Horror
1091,Mystery
1103,Action
1103,Science Fiction
1116,Drama
1116,History
1116,War
1123,Action
1123,Drama
1123,Thriller
1124,Drama
1124,Mystery
1124,Thriller
1125,Drama
1164,Drama
1165,Drama
1213,Crime
1213,Drama
1213,Thriller
1245,Romance
1245,Drama
1246,Drama
1248,Crime
1248,Drama
1248,Thriller
1250,Horror
1250,Fantasy
1250,Action
1250,Thriller
1251,Drama
1251,War
1251,Action
1251,Adventure
1255,Drama
1255,Science Fiction
1255,Horror
1257,Comedy
1259,Drama
1259,Romance
1262,Comedy
1262,Drama
1262,Fantasy
1262,Romance
1265,Family
1265,Adventure
1265,Drama
1266,Thriller
1266,Action
1266,Crime
1266,Drama
1268,Family
1268,Comedy
1271,War
1271,Adventure
1271,Action
1272,Science Fiction
1272,Thriller
1273,Adventure
1273,Animation
1273,Family
1273,Comedy
1282,Documentary
1359,Thriller
1359,Crime
1359,Drama
1360,Romance
1360,Drama
1365,Romance
1365,Drama
1366,Drama
1368,War
1368,Adventure
1368,Thriller
1368,Action
1369,Action
1369,Thriller
1369,War
1369,Adventure
1370,Action
1370,War
1370,Adventure
1370,Thriller
1372,Drama
1372,Thriller
1372,Action
1378,Romance
1378,Drama
1378,Comedy
1381,Drama
1381,Science Fiction
1381,Romance
1381,Adventure
1382,Drama
1382,Comedy
1389,Comedy
1389,Crime
1389,Romance
1391,Drama
1391,Romance
1402,Drama
1408,Adventure
1408,Action
1412,Drama
1415,Comedy
1415,Drama
1415,Crime
1417,War
1417,Drama
1417,Fantasy
1422,Drama
1422,Thriller
1422,Crime
1424,Mystery
1424,Drama
1424,Thriller
1427,Crime
1427,Fantasy
1427,Drama
1428,Action
1429,Crime
1429,Drama
1430,Documentary
1435,Drama
1435,Documentary
1439,Romance
1439,Drama
1439,History
1440,Drama
1440,Romance
1443,Drama
1443,Romance
1452,Action
1452,Fantasy
1452,Adventure
1452,Science Fiction
1487,Science Fiction
1487,Action
1487,Fantasy
1491,Fantasy
1491,Romance
1491,Drama
1491,Thriller
1493,Comedy
1493,Crime
1493,Action
1494,Action
1494,Drama
1494,Fantasy
1495,War
1495,History
1495,Adventure
1495,Action
1495,Drama
1497,Family
1497,Science Fiction
1497,Action
1497,Comedy
1497,Adventure
1499,Family
1499,Adventure
1499,Comedy
1499,Fantasy
1499,Action
1499,Science Fiction
1523,Drama
1535,Action
1535,Thriller
1535,Crime
1537,Adventure
1537,Crime
1537,Thriller
1537,Action
1538,Thriller
1538,Crime
1538,Drama
1542,Crime
1542,Comedy
1544,Comedy
1544,Drama
1544,Romance
1546,Comedy
1546,Drama
1547,Comedy
1547,Horror
1548,Drama
1548,Comedy
1550,Comedy
1550,Drama
1551,Drama
1551,Science Fiction
1551,Thriller
1551,Horror
1555,Comedy
1555,Drama
1555,Romance
1562,Thriller
1562,Horror
1562,Science Fiction
1571,Thriller
1571,Action
1572,Action
